column,latitude,longitude
Egyptian,38.57363529027227,-121.37636123921602
Egyptian,38.57312370900823,-121.38285099215973
Egyptian,38.570618229466156,-121.40286230043795
Egyptian,38.61720914745317,-121.43512931570454
Egyptian,38.63881513756675,-121.55544251298214
Egyptian,38.41410974814639,-121.4011773221147
Egyptian,38.41358013345766,-121.45144256605123
Egyptian,38.40856166820584,-121.46080509443084
Egyptian,38.41385745269869,-121.4497505333913
Egyptian,38.413691322347525,-121.45068109980414
Egyptian,38.40745027348397,-121.47486900486706
Egyptian,38.40707379167192,-121.469336104382
Egyptian,38.40641736498293,-121.4679994123202
Egyptian,38.415241464928634,-121.46583253059644
Egyptian,38.41106221777875,-121.46302465808365
Egyptian,38.412064235624186,-121.47661692069913
Egyptian,38.41167926689019,-121.46610699998541
Egyptian,38.408967374090935,-121.48353532638001
Egyptian,38.41519409133901,-121.46540370990687
Egyptian,38.41526570749425,-121.47062783752212
Egyptian,38.409741758538765,-121.45345656418407
Egyptian,38.41561437027749,-121.47818301285858
Egyptian,38.411775279664774,-121.47375039345651
Egyptian,38.41043835828666,-121.4645376374107
Egyptian,38.415285472752345,-121.45911177727609
Egyptian,38.40995827440847,-121.47098885459936
Egyptian,38.41559285002037,-121.45133664612393
Egyptian,38.414562043523105,-121.4517215602423
Egyptian,38.41584470222041,-121.4815392161427
Egyptian,38.41591840880291,-121.47508354918305
Egyptian,38.409940510738366,-121.46566053968934
Egyptian,38.414251993164115,-121.4512655650871
Egyptian,38.40630561919996,-121.46840215161356
Egyptian,38.40708370163413,-121.46873379387947
Egyptian,38.41287045123438,-121.47866581610143
Egyptian,38.41083225491707,-121.4566480324293
Egyptian,38.41480710022026,-121.45426700046086
Egyptian,38.41019846811496,-121.45532885755325
Egyptian,38.412057256662365,-121.48228809715988
Egyptian,38.406972424394034,-121.47366175077717
Egyptian,38.41549510837909,-121.45799593649876
Egyptian,38.404791442230135,-121.42935815735551
Egyptian,33.979790118149424,-117.77593963243889
Egyptian,34.019819195606594,-117.70342374863486
Egyptian,34.013913549127885,-117.71339166611008
Egyptian,34.015355570832085,-117.70837212843854
Egyptian,34.016836808234636,-117.69981312113235
Egyptian,34.012518119215386,-117.71002272741813
Egyptian,34.05118372816267,-117.65237440641256
Egyptian,34.13900686843788,-117.58255088057861
Egyptian,34.13802827377999,-117.59105403820588
Egyptian,34.07357083051671,-117.55718467918516
Egyptian,34.07300341293755,-117.57325475530082
Egyptian,34.07288575261982,-117.5705925045175
Egyptian,34.069681289514726,-117.56123454724718
Egyptian,34.075067094558335,-117.58140772391287
Egyptian,34.0683101416176,-117.55111280046803
Egyptian,34.12983930610554,-117.44920707780706
Egyptian,34.15990781442577,-117.32063702032838
Egyptian,34.143630555785606,-117.2238285009953
Egyptian,34.14399283891101,-117.20749350500407
Egyptian,34.063801331981146,-117.23724942335213
Egyptian,32.74168405026285,-117.1649672259869
Egyptian,32.74553230316571,-117.1671932223002
Egyptian,32.744490933036815,-117.16501736424425
Egyptian,32.74443787978251,-117.14590141057242
Egyptian,32.75759163396331,-117.06735970483368
Egyptian,32.735424802952444,-117.08193956472448
Egyptian,32.70755973231406,-117.13319975078737
Egyptian,32.71213215579646,-117.11879932903037
Egyptian,32.93209281334902,-117.24262498570646
Egyptian,32.97611278070381,-117.14395556780713
Egyptian,32.96648835240867,-117.13873699614713
Egyptian,32.97991703193657,-117.13381070055803
Egyptian,32.97373181961604,-117.14468703663674
Egyptian,32.800780136958686,-117.14435271541194
Egyptian,32.772816343504715,-117.14779703815593
